date,nacara,psanchezcerro,puchaca,batan,salinar,quirihuac ,condorcerro,pcarretera,sectutuma,phuamba,yanapampa,sayan,santodomingo,larancocha,chosica,socsi,conta,laachirana,bellaunion,pjaqui,huatiapa,pcarreteracamana,pdiablo,chucarapi,chiriotumilaca,aguascalientes
1-Jan-08,,1.04,2.434,10.591,,6.39,205.7,,,,,,,,,37,,,,,,,9.132,,,
2-Jan-08,,0.83,1.707,12.43,,13.57,186.87,,,,,,,,,34,,,,,,,,,,
3-Jan-08,,0.63,4.267,10.153,,6.08,145.9,,,,,,,,,34,,,,,,,9.19,,,
4-Jan-08,,0.4167,3.017,9.724,,4.1,141.4,,,,,,,,,32,,,,,,,,,,
5-Jan-08,,0,3.629,7.713,,3.93,121.63,,,,,,,,,31,,,,,,,11.081,,,
6-Jan-08,,0.4167,4.267,6.971,,4.23,123.9,,,,,,,,,34,,,,,,,,,,
7-Jan-08,,0.42,5.847,7.713,,3.77,123.3,,,,,,,,,46,,,,,,,11.815,,,
8-Jan-08,,0,16.691,10.153,,4.53,168.9,,,,,,,,,85,,,,,,,,,,
9-Jan-08,,0,10.124,12.43,,5.07,204.07,,,,,,,,,85,,,,,,,12.371,,,
10-Jan-08,,0,5.383,9.724,,3.38,222.4,,,,,,,,,120,,,,,,,,,,
11-Jan-08,,0,4.485,8.097,,2.9,178.37,,,,,,,,,92,,,,,,,28.697,,,
12-Jan-08,,0,3.218,7.338,,2.36,152.53,,,,,,,,,85,,,,,,,,,,
13-Jan-08,,0,6.801,6.614,,2.03,145.07,,,,,,,,,85,,,,,,,25.034,,,
14-Jan-08,,1.04,10.392,6.266,,2.25,148.9,,,,,,,,,90,,,,,,,,,,
15-Jan-08,,0,4.929,7.338,,4.1,224.73,,,,,,,,,95,,,,,,,27.284,,,
16-Jan-08,,0.42,8.55,8.097,,7.23,319.43,,,,,,,,,158,,,,,,,,,,
17-Jan-08,,0,9.592,7.713,,6.6,278.53,,,,,,,,,170,,,,,,,25.268,,,
18-Jan-08,,0,5.614,6.971,,7.52,326.73,,,,,,,,,100,,,,,,,,,,
19-Jan-08,,0.83,4.706,6.614,,0.6,293.63,,,,,,,,,102,,,,,,,29.951,,,
20-Jan-08,,0.83,6.319,6.266,,4.39,232.6,,,,,,,,,120,,,,,,,,,,
21-Jan-08,,1.04,5.614,5.926,,6.15,228.67,,,,,,,,,88,,,,,,,28.914,,,
22-Jan-08,,0,4.485,6.614,,6.4,239.03,,,,,,,,,105,,,,,,,,,,
23-Jan-08,,0,3.838,6.614,,6.14,221.57,,,,,,,,,90,,,,,,,29.332,,,
24-Jan-08,,0,7.045,6.266,,7.04,253.73,,,,,,,,,85,,,,,,,,,,
25-Jan-08,,0,8.55,5.926,,8.1,319.43,,,,,,,,,118,,,,,,,28.689,,,
26-Jan-08,,0,5.614,6.266,,12.83,434.17,,,,,,,,,118,,,,,,,,,,
27-Jan-08,,0,4.051,5.926,,6.29,373.47,,,,,,,,,114,,,,,,,30.104,,,
28-Jan-08,,1.46,2.434,7.338,,7.24,323.27,,,,,,,,,145,,,,,,,,,,
29-Jan-08,,3.11,7.789,11.957,,6.3,270.73,,,,,,,,,165,,,,,,,27.333,,,
30-Jan-08,,0,10.124,9.724,,5.11,245.5,,,,,,,,,175,,,,,,,,,,
31-Jan-08,,18.11,11.482,8.491,,4.8,204.13,,,,,,,,,200,,,,,,,25.895,,,
1-Feb-08,,25.4,6.801,7.338,,3.7,184.6,,,,,,,,,178,,,,,,,,,,
2-Feb-08,,28.5,4.706,5.926,,7.78,166.83,,,,,,,,,158,,,,,,,18.348,,,
3-Feb-08,,63.5,3.017,5.596,,4.54,148.8,,,,,,,,,138,,,,,,,,,,
4-Feb-08,,61.85,4.267,5.926,,4.05,153.33,,,,,,,,,118,,,,,,,16.055,,,
5-Feb-08,,76.36,2.625,5.275,,4.47,142.7,,,,,,,,,90,,,,,,,14.798,,,
6-Feb-08,,78.12,1.536,5.275,,5.12,133.83,,,,,,,,,98,,,,,,,13.461,,,
7-Feb-08,,61.125,8.808,5.275,,5.38,123.47,,,,,,,,,95,,,,,,,13.643,,,
8-Feb-08,,50.62,6.319,5.275,,6.27,142.73,,,,,,,,,88,,,,,,,13.481,,,
9-Feb-08,,42.56,11.482,4.66,,7.04,147.5,,,,,,,,,85,,,,,,,13.333,,,
10-Feb-08,,36.22,7.789,4.963,,6.69,136.07,,,,,,,,,80,,,,,,,13.301,,,
11-Feb-08,,34.5,6.559,4.66,,6.95,139.77,,,,,,,,,80,,,,,,,13.381,,,
12-Feb-08,,31.77,8.294,5.275,,7.18,169.73,,,,,,,,,90,,,,,,,12.235,,,
13-Feb-08,,29.41,14.903,6.614,,7.52,168.9,,,,,,,,,85,,,,,,,12.788,,,
14-Feb-08,,29.43,13.739,10.591,,8.12,187.47,,,,,,,,,85,,,,,,,11.66,,,
15-Feb-08,,29.72,15.198,10.591,,9.55,188.1,,,,,,,,,103,,,,,,,11.545,,,
16-Feb-08,,41.81,21.688,11.493,,11.61,249.7,,,,,,,,,160,,,,,,,11.573,,,
17-Feb-08,,67.86,17.298,12.43,,11.8,239.73,,,,,,,,,168,,,,,,,11.923,,,
18-Feb-08,,215.48,18.838,18.211,,12.76,269.57,,,,,,,,,150,,,,,,,13.968,,,
19-Feb-08,,311.9833,29.732,26.392,,0.6,295.5,,,,,,,,,135,,,,,,,11.816,,,
20-Feb-08,,517.4,32.9,21.807,,12.19,381.8,,,,,,,,,145,,,,,,,12.121,,,
21-Feb-08,,693.18,29.384,23.721,,13.58,425.57,,,,,,,,,210,,,,,,,11.571,,,
22-Feb-08,,577.8,25.633,16.53,,14.2,428.43,,,,,,,,,250,,,,,,,11.75,,,
23-Feb-08,,534.65,24.3,2.349,,14.57,401.67,,,,,,,,,220,,,,,,,11.64,,,
24-Feb-08,,469.83,21.688,3.036,,15.52,380.67,,,,,,,,,180,,,,,,,11.736,,,
25-Feb-08,,570.25,17.298,3.036,,16.55,412.17,,,,,,,,,190,,,,,,,11.829,,,
26-Feb-08,,714.5,18.218,4.082,,19.42,411.37,,,,,,,,,240,,,,,,,11.909,,,
27-Feb-08,,953.6,32.9,6.266,,16.64,356.3,,,,,,,,,190,,,,,,,17.746,,,
28-Feb-08,,1346.24,22.334,2.349,,17.62,319.33,,,,,,,,,160,,,,,,,17.523,,,
29-Feb-08,,,15.791,8.097,,17.65,348.3,,,,,,,,,190,,,,,,,17.889,,,
1-Mar-08,,1027.05,15.745,27.953,,39.22,379.83,,,,,,,,,160,,,,,,,18.861,,,
2-Mar-08,,431.88,12.823,22.918,,28.05,314.67,,,,,,,,,135,,,,,,,16.234,,,
3-Mar-08,,349.45,22.387,18.722,,19.29,280.3,,,,,,,,,105,,,,,,,16.044,,,
4-Mar-08,,360.78,19.909,17.044,,17.62,271.6,,,,,,,,,109,,,,,,,13.309,,,
5-Mar-08,,656.98,15.29,20.4,,14.02,268.23,,,,,,,,,85,,,,,,,11.714,,,
6-Mar-08,,612.95,11.074,26.275,,13.27,259.63,,,,,,,,,88,,,,,,,10.322,,,
7-Mar-08,,379.61,10.754,19.561,,11.8,218.43,,,,,,,,,78,,,,,,,10.052,,,
8-Mar-08,,419.5,10.754,17.044,,11.42,203.4,,,,,,,,,70,,,,,,,10.394,,,
9-Mar-08,,350.8,11.743,20.4,,10.35,176.23,,,,,,,,,70,,,,,,,9.149,,,
10-Mar-08,,302.02,9.563,14.526,,8.39,173.6,,,,,,,,,80,,,,,,,9.242,,,
11-Mar-08,,279.99,8.758,14.526,,7.22,189.57,,,,,,,,,80,,,,,,,9.92,,,
12-Mar-08,,310.76,9.563,13.687,,7.95,213.83,,,,,,,,,83,,,,,,,9.988,,,
13-Mar-08,,266.87,8.02,11.17,,11.21,263.1,,,,,,,,,75,,,,,,,9.962,,,
14-Mar-08,,342.44,9.018,10.33,,12.39,264.73,,,,,,,,,75,,,,,,,10.096,,,
15-Mar-08,,292.48,9.848,15.365,,35.93,305.53,,,,,,,,,90,,,,,,,9.585,,,
16-Mar-08,,237.4,11.743,17.044,,38.23,360.3,,,,,,,,,90,,,,,,,9.699,,,
17-Mar-08,,253.61,22.387,32.149,,36.09,311.23,,,,,,,,,90,,,,,,,9.67,,,
18-Mar-08,,419.12,16.696,20.4,,34.01,293.67,,,,,,,,,90,,,,,,,9.76,,,
19-Mar-08,,588.1,18.775,38.862,,0.6,336.53,,,,,,,,,90,,,,,,,9.73,,,
20-Mar-08,,726.01,19.909,40.54,,43.39,315.57,,,,,,,,,90,,,,,,,9.711,,,
21-Mar-08,,542.56,22.387,35.505,,35.15,315.03,,,,,,,,,90,,,,,,,9.796,,,
22-Mar-08,,418.43,23.054,30.47,,45.56,316.6,,,,,,,,,105,,,,,,,9.84,,,
23-Mar-08,,440.67,21.74,32.988,,35.1,278.57,,,,,,,,,95,,,,,,,9.97,,,
24-Mar-08,,337.33,17.193,40.54,,32.56,269.13,,,,,,,,,84,,,,,,,9.913,,,
25-Mar-08,,255.18,14.419,42.219,,42.67,266.53,,,,,,,,,112,,,,,,,9.803,,,
26-Mar-08,,346.64,15.29,50.61,,37.82,244.7,,,,,,,,,93,,,,,,,9.7,,,
27-Mar-08,,305.38,16.214,55.645,,41.22,257.1,,,,,,,,,81,,,,,,,9.811,,,
28-Mar-08,,294.54,28.308,59.841,,45.12,375.07,,,,,,,,,86,,,,,,,9.857,,,
29-Mar-08,,367.16,15.29,63.198,,53.72,297.53,,,,,,,,,80,,,,,,,9.763,,,
30-Mar-08,,789.53,46.606,51.449,,52.19,316.67,,,,,,,,,85,,,,,,,9.821,,,
31-Mar-08,,1009.17,35.794,49.771,,52.49,340.67,,,,,,,,,85,,,,,,,10.595,,,
1-Apr-08,,1667.93,,51.983,,39.67,357.23,,,,,,,,,98,,,,,,,9.644,,,
2-Apr-08,,1686.25,,260.937,,41.44,350.27,,,,,,,,,85,,,,,,,,,,
3-Apr-08,,1826,,64.038,,33.51,316.5,,,,,,,,,80,,,,,,,9.635,,,
4-Apr-08,,1305.15,,30.136,,29.54,287.53,,,,,,,,,78,,,,,,,,,,
5-Apr-08,,697.07,,36.234,,26.97,287.53,,,,,,,,,68,,,,,,,9.54,,,
6-Apr-08,,494.04,,33.116,,35.28,317.7,,,,,,,,,65,,,,,,,,,,
7-Apr-08,,423.58,,34.658,,38.67,310.97,,,,,,,,,65,,,,,,,8.761,,,
8-Apr-08,,392.38,,33.116,,31.64,282.9,,,,,,,,,72,,,,,,,,,,
9-Apr-08,,339.04,,30.136,,32.66,257.9,,,,,,,,,70,,,,,,,,,,
10-Apr-08,,283.08,,33.116,,34.28,242.23,,,,,,,,,68,,,,,,,,,,
11-Apr-08,,262.28,,31.609,,42.55,232.53,,,,,,,,,68,,,,,,,,,,
12-Apr-08,,236.04,,28.699,,35.81,232.5,,,,,,,,,70,,,,,,,,,,
13-Apr-08,,240.38,,25.928,,43.88,272,,,,,,,,,68,,,,,,,8.663,,,
14-Apr-08,,239.92,,25.928,,36.15,269,,,,,,,,,72,,,,,,,,,,
15-Apr-08,,224.08,,24.595,,33.61,252.13,,,,,,,,,68,,,,,,,8.632,,,
16-Apr-08,,217.6,,23.296,,31.54,262.17,,,,,,,,,68,,,,,,,,,,
17-Apr-08,,198.8,,20.804,,32.11,293.83,,,,,,,,,66,,,,,,,8.724,,,
18-Apr-08,,180.17,,17.328,,26.57,248.8,,,,,,,,,65,,,,,,,,,,
19-Apr-08,,170.5,,15.185,,0.6,219.3,,,,,,,,,64,,,,,,,8.711,,,
20-Apr-08,,152.59,,15.185,,22.74,201.17,,,,,,,,,62,,,,,,,,,,
21-Apr-08,,143.22,,15.185,,20.51,179.07,,,,,,,,,60,,,,,,,8.541,,,
22-Apr-08,,138.29,,15.185,,16.51,174.2,,,,,,,,,59,,,,,,,,,,
23-Apr-08,,133.04,,24.595,,15.2,164.2,,,,,,,,,59,,,,,,,8.612,,,
24-Apr-08,,123.12,,19.61,,14.63,166.17,,,,,,,,,58,,,,,,,,,,
25-Apr-08,,132.11,,23.296,,20.67,174.93,,,,,,,,,58,,,,,,,8.757,,,
26-Apr-08,,136.1,,22.033,,18.34,168.4,,,,,,,,,58,,,,,,,,,,
27-Apr-08,,127.33,,23.296,,29.85,205.2,,,,,,,,,57,,,,,,,8.74,,,
28-Apr-08,,115.62,,19.61,,22.56,199.77,,,,,,,,,52,,,,,,,,,,
29-Apr-08,,109.79,,17.328,,22.56,183.3,,,,,,,,,50,,,,,,,8.657,,,
30-Apr-08,,111.38,,17.328,,22.58,189.67,,,,,,,,,48,,,,,,,,,,
1-May-08,,112.13,19.615,17.7,,23.16,200.67,,,,,,,,,47,,,,,,,7.575,,,
2-May-08,,126.3,15.764,15.948,,23.37,172.87,,,,,,,,,45,,,,,,,,,,
3-May-08,,118.71,13.037,15.948,,19.97,152.9,,,,,,,,,43,,,,,,,7.764,,,
4-May-08,,109.64,11.19,15.948,,21.82,159,,,,,,,,,41,,,,,,,,,,
5-May-08,,103.06,18.805,15.115,,20.76,142.7,,,,,,,,,39,,,,,,,7.632,,,
6-May-08,,97.19,15.764,14.311,,14.34,126.73,,,,,,,,,38,,,,,,,,,,
7-May-08,,99.25,13.69,11.957,,14.25,121.1,,,,,,,,,37,,,,,,,7.116,,,
8-May-08,,93.79,13.037,11.493,,12.84,112.6,,,,,,,,,36,,,,,,,,,,
9-May-08,,95.04,12.403,11.493,,12.33,106.7,,,,,,,,,34,,,,,,,7.747,,,
10-May-08,,94.76,10.612,11.493,,11.54,105.6,,,,,,,,,33,,,,,,,,,,
11-May-08,,96.98,18.014,11.957,,11.54,102.5,,,,,,,,,31,,,,,,,7.738,,,
12-May-08,,107.09,15.053,11.493,,11.38,100.13,,,,,,,,,29,,,,,,,,,,
13-May-08,,105.3,13.037,11.037,,9.23,107.67,,,,,,,,,28,,,,,,,7.847,,,
14-May-08,,103.59,12.403,11.493,,8.66,96.1,,,,,,,,,27,,,,,,,,,,
15-May-08,,99.67,12.403,11.037,,9.62,102,,,,,,,,,26,,,,,,,7.89,,,
16-May-08,,99.08,10.612,11.037,,7.15,95.33,,,,,,,,,25,,,,,,,,,,
17-May-08,,96.75,11.19,10.591,,6.67,91,,,,,,,,,26,,,,,,,7.768,,,
18-May-08,,97.36,11.19,11.493,,7.72,86.23,,,,,,,,,23,,,,,,,,,,
19-May-08,,99.8958,10.051,14.311,,5.82,82.33,,,,,,,,,22,,,,,,,7.697,,,
20-May-08,,97.75,9.509,11.493,,5.58,80.27,,,,,,,,,20,,,,,,,,,,
21-May-08,,96.33,8.478,11.957,,4.77,71.77,,,,,,,,,19,,,,,,,7.755,,,
22-May-08,,96.99,7.516,11.493,,4.77,74.43,,,,,,,,,18,,,,,,,,,,
23-May-08,,99.71,10.612,14.311,,5.56,70.47,,,,,,,,,17,,,,,,,7.796,,,
24-May-08,,99,8.478,11.957,,6.31,73.37,,,,,,,,,17,,,,,,,,,,
25-May-08,,99.52,8.478,11.493,,6.12,70.93,,,,,,,,,16,,,,,,,7.011,,,
26-May-08,,90.55,7.516,11.493,,6.61,71.07,,,,,,,,,16,,,,,,,,,,
27-May-08,,100.21,7.061,11.037,,5.82,70.7,,,,,,,,,16,,,,,,,7.148,,,
28-May-08,,103.58,6.622,10.591,,4.51,66.87,,,,,,,,,16,,,,,,,,,,
29-May-08,,103.42,7.061,10.591,,3.93,64.5,,,,,,,,,16,,,,,,,7.2,,,
30-May-08,,95.95,6.622,10.153,,3.47,63.7,,,,,,,,,15,,,,,,,,,,
31-May-08,,94.28,5.795,9.724,,3.27,64.27,,,,,,,,,15,,,,,,,7.232,,,
1-Jun-08,,85,5.471,10.153,,6.03,65.33,,,,,,,,,15,,,,,,,,,,
2-Jun-08,,88.29,5.214,9.304,,5.39,58.3,,,,,,,,,14,,,,,,,7.273,,,
3-Jun-08,,92.96,5.214,9.304,,4.56,58.27,,,,,,,,,14,,,,,,,,,,
4-Jun-08,,91.48,4.724,8.893,,4.36,56.97,,,,,,,,,14,,,,,,,7.447,,,
5-Jun-08,,86.51,4.724,8.893,,3.43,51.4,,,,,,,,,14,,,,,,,,,,
6-Jun-08,,84.33,4.491,9.304,,3.1,55.87,,,,,,,,,13,,,,,,,7.183,,,
7-Jun-08,,83.06,4.049,9.304,,3.05,55.57,,,,,,,,,13,,,,,,,,,,
8-Jun-08,,71.1,3.839,9.304,,3.05,53.27,,,,,,,,,13,,,,,,,7.372,,,
9-Jun-08,,52,3.839,9.304,,2.7,51.3,,,,,,,,,12,,,,,,,,,,
10-Jun-08,,52.09,3.839,8.893,,2.39,51.83,,,,,,,,,12,,,,,,,7.389,,,
11-Jun-08,,48.64,3.839,9.724,,1.99,47.3,,,,,,,,,11,,,,,,,,,,
12-Jun-08,,49.16,3.839,8.893,,1.89,52.53,,,,,,,,,12,,,,,,,7.635,,,
13-Jun-08,,49.3,3.839,8.893,,1.77,52.17,,,,,,,,,12,,,,,,,,,,
14-Jun-08,,48.16,3.839,8.893,,1.62,51.1,,,,,,,,,12,,,,,,,7.206,,,
15-Jun-08,,46.26,3.839,8.893,,1.6,50.8,,,,,,,,,11,,,,,,,,,,
16-Jun-08,,44.12,4.266,8.491,,1.58,50.13,,,,,,,,,11,,,,,,,7.176,,,
17-Jun-08,,43.25,5.214,8.097,,1.62,50.77,,,,,,,,,11,,,,,,,,,,
18-Jun-08,,41.71,4.724,8.491,,1.58,48.27,,,,,,,,,11,,,,,,,7.501,,,
19-Jun-08,,53.62,3.839,8.097,,1.53,50.93,,,,,,,,,11,,,,,,,,,,
20-Jun-08,,46.94,3.839,8.097,,1.5,47.67,,,,,,,,,11,,,,,,,7.398,,,
21-Jun-08,,46.55,3.839,7.713,,1.5,48.07,,,,,,,,,11,,,,,,,,,,
22-Jun-08,,44.8,3.839,7.713,,1.42,51.73,,,,,,,,,10,,,,,,,7.362,,,
23-Jun-08,,48.19,3.839,7.713,,1.35,48.9,,,,,,,,,10,,,,,,,,,,
24-Jun-08,,57.59,8.887,8.097,,1.42,57.53,,,,,,,,,11,,,,,,,7.351,,,
25-Jun-08,,52.71,5.737,7.713,,1.32,66.3,,,,,,,,,11,,,,,,,,,,
26-Jun-08,,60.75,4.491,7.713,,1.35,56.9,,,,,,,,,11,,,,,,,7.77,,,
27-Jun-08,,71.42,3.839,7.338,,1.35,53.83,,,,,,,,,11,,,,,,,,,,
28-Jun-08,,77.29,3.839,7.338,,1.32,52.37,,,,,,,,,11,,,,,,,7.609,,,
29-Jun-08,,42.74,3.839,6.971,,1.38,47.07,,,,,,,,,11,,,,,,,,,,
30-Jun-08,,37.81,3.839,6.971,,1.33,44.33,,,,,,,,,11,,,,,,,7.496,,,
1-Jul-08,,85,3.442,6.614,,1.27,42.9,,,,,,,,,11,,,,,,,,,,
2-Jul-08,,49.65,3.442,6.614,,0.98,47.57,,,,,,,,,11,,,,,,,7.531,,,
3-Jul-08,,51.42,3.442,6.614,,0.98,50.43,,,,,,,,,11,,,,,,,,,,
4-Jul-08,,51.79,3.442,6.614,,0.95,49.4,,,,,,,,,10,,,,,,,7.68,,,
5-Jul-08,,54.75,3.442,6.266,,0.92,53.87,,,,,,,,,10,,,,,,,,,,
6-Jul-08,,57.38,3.442,6.266,,0.84,47.1,,,,,,,,,10,,,,,,,7.585,,,
7-Jul-08,,57.5,3.442,5.926,,0.77,46.2,,,,,,,,,10,,,,,,,,,,
8-Jul-08,,57.5,3.442,5.596,,0.63,47.13,,,,,,,,,10,,,,,,,7.704,,,
9-Jul-08,,57.5,3.442,5.926,,0.45,46.8,,,,,,,,,10,,,,,,,,,,
10-Jul-08,,56,3.442,6.614,,0.44,47.4,,,,,,,,,10,,,,,,,7.456,,,
11-Jul-08,,53.38,3.442,5.926,,0.4,48.2,,,,,,,,,9,,,,,,,,,,
12-Jul-08,,54.67,3.442,5.926,,0.39,48.13,,,,,,,,,9,,,,,,,7.52,,,
13-Jul-08,,64.76,4.965,5.926,,0.33,46.2,,,,,,,,,9,,,,,,,,,,
14-Jul-08,,54.83,4.049,5.926,,0.3,51.3,,,,,,,,,9,,,,,,,7.331,,,
15-Jul-08,,42.73,3.839,6.266,,0.3,45.9,,,,,,,,,9,,,,,,,,,,
16-Jul-08,,43.5,3.637,5.926,,0.32,47.7,,,,,,,,,9,,,,,,,7.337,,,
17-Jul-08,,42.81,3.637,5.926,,0.3,47.33,,,,,,,,,9,,,,,,,,,,
18-Jul-08,,42.5,3.442,5.926,,0.25,46.5,,,,,,,,,9,,,,,,,7.352,,,
19-Jul-08,,43.54,3.442,5.596,,0.23,44.73,,,,,,,,,9,,,,,,,,,,
20-Jul-08,,44.68,3.442,5.596,,0.24,43.3,,,,,,,,,9,,,,,,,7.279,,,
21-Jul-08,,39.14,3.442,5.596,,0.25,44.7,,,,,,,,,9,,,,,,,,,,
22-Jul-08,,35.86,3.442,5.596,,0.47,48.6,,,,,,,,,9,,,,,,,7.316,,,
23-Jul-08,,34.38,3.442,5.275,,0.47,45.3,,,,,,,,,9,,,,,,,,,,
24-Jul-08,,30,3.442,5.275,,0.45,44.7,,,,,,,,,9,,,,,,,7.524,,,
25-Jul-08,,28.75,3.442,4.963,,0.43,48.1,,,,,,,,,9,,,,,,,,,,
26-Jul-08,,29.38,3.442,4.963,,0.37,42.43,,,,,,,,,9,,,,,,,7.74,,,
27-Jul-08,,36.96,3.442,4.963,,0.34,41.37,,,,,,,,,9,,,,,,,,,,
28-Jul-08,,38.5,3.442,4.66,,0.31,44.57,,,,,,,,,9,,,,,,,7.766,,,
29-Jul-08,,42.02,3.442,4.66,,0.24,40,,,,,,,,,9,,,,,,,,,,
30-Jul-08,,44.17,3.442,4.66,,0.23,40.27,,,,,,,,,9,,,,,,,7.789,,,
31-Jul-08,,42.21,3.442,4.963,,0.24,41.33,,,,,,,,,9,,,,,,,,,,
1-Aug-08,,36.69,1.52,5.596,,0.23,41.07,,,,,,,,,9,,,,,,,7.816,,,
2-Aug-08,,22,1.52,5.275,,0.24,41.07,,,,,,,,,9,,,,,,,,,,
3-Aug-08,,16.55,1.52,4.963,,0.25,40.8,,,,,,,,,9,,,,,,,7.935,,,
4-Aug-08,,11.27,1.52,5.275,,0.24,42.73,,,,,,,,,9,,,,,,,,,,
5-Aug-08,,7.83,1.52,4.963,,0.21,50.47,,,,,,,,,9,,,,,,,7.885,,,
6-Aug-08,,3.75,1.52,4.963,,0.2,42.7,,,,,,,,,9,,,,,,,,,,
7-Aug-08,,3.12,1.52,4.66,,0.2,43.03,,,,,,,,,9,,,,,,,7.931,,,
8-Aug-08,,3.13,16.811,4.66,,0.21,41.27,,,,,,,,,9,,,,,,,,,,
9-Aug-08,,5.29,11.89,4.366,,0.37,40.27,,,,,,,,,9,,,,,,,7.888,,,
10-Aug-08,,6.17,3.357,4.366,,0.35,40,,,,,,,,,9,,,,,,,,,,
11-Aug-08,,6.17,1.712,5.596,,0.38,40,,,,,,,,,9,,,,,,,7.901,,,
12-Aug-08,,5,1.52,4.963,,0.29,39.73,,,,,,,,,9,,,,,,,,,,
13-Aug-08,,5,1.52,4.963,,0.23,37.97,,,,,,,,,9,,,,,,,7.876,,,
14-Aug-08,,8.22,1.52,3.806,,0.2,37.97,,,,,,,,,9,,,,,,,,,,
15-Aug-08,,10.75,1.52,3.54,,0.2,37.7,,,,,,,,,9,,,,,,,7.889,,,
16-Aug-08,,10.73,1.52,3.54,,0.2,37.7,,,,,,,,,9,,,,,,,,,,
17-Aug-08,,,1.52,5.275,,0.2,37.7,,,,,,,,,9,,,,,,,7.846,,,
18-Aug-08,,,1.52,6.266,,0.2,37,,,,,,,,,9,,,,,,,,,,
19-Aug-08,,3.58,1.52,4.963,,0.2,37,,,,,,,,,9,,,,,,,7.941,,,
20-Aug-08,,6.5,1.52,4.66,,0.13,37.7,,,,,,,,,9,,,,,,,,,,
21-Aug-08,,1.88,1.52,5.596,,0.17,38.5,,,,,,,,,9,,,,,,,7.873,,,
22-Aug-08,,1.25,1.52,5.275,,0.13,38.5,,,,,,,,,9,,,,,,,,,,
23-Aug-08,,1.67,1.52,4.963,,0.16,37.73,,,,,,,,,9,,,,,,,7.676,,,
24-Aug-08,,3.54,1.52,4.66,,0.16,38.47,,,,,,,,,9,,,,,,,,,,
25-Aug-08,,1.04,1.52,5.596,,0.12,37.47,,,,,,,,,9,,,,,,,7.765,,,
26-Aug-08,,0.42,1.52,4.66,,0.1,37.97,,,,,,,,,9,,,,,,,,,,
27-Aug-08,,0,1.52,4.963,,0.12,40.3,,,,,,,,,9,,,,,,,7.767,,,
28-Aug-08,,0,1.52,4.963,,0.12,38.73,,,,,,,,,9,,,,,,,,,,
29-Aug-08,,0,1.52,4.963,,0.11,38.47,,,,,,,,,9,,,,,,,7.776,,,
30-Aug-08,,0,1.52,4.66,,0.11,37.7,,,,,,,,,9,,,,,,,,,,
31-Aug-08,,0,1.52,4.366,,0.12,38.5,,,,,,,,,9,,,,,,,7.77,,,
1-Sep-08,,0,1.638,4.66,,0.1,41.33,,,,,,,,,9,,,,,,,,,,
2-Sep-08,,0,1.638,4.366,,0.12,39.83,,,,,,,,,9,,,,,,,7.342,,,
3-Sep-08,,0,1.638,4.366,,0.13,39.6,,,,,,,,,9,,,,,,,,,,
4-Sep-08,,0.2,1.638,4.082,,0.14,37.47,,,,,,,,,9,,,,,,,7.282,,,
5-Sep-08,,1.69,1.638,4.082,,0.14,38.5,,,,,,,,,9,,,,,,,,,,
6-Sep-08,,0,1.638,4.082,,0.14,38.27,,,,,,,,,9,,,,,,,7.138,,,
7-Sep-08,,0.21,1.638,4.366,,0.12,38.8,,,,,,,,,9,,,,,,,,,,
8-Sep-08,,1.88,5.453,4.366,,0.12,38.23,,,,,,,,,9,,,,,,,7.007,,,
9-Sep-08,,0.62,3.546,5.275,,0.12,39.77,,,,,,,,,8,,,,,,,,,,
10-Sep-08,,0,1.638,4.082,,0.11,40.6,,,,,,,,,8,,,,,,,6.989,,,
11-Sep-08,,0,1.638,4.082,,0.11,39.13,,,,,,,,,8,,,,,,,,,,
12-Sep-08,,0.42,1.638,4.082,,0.1,37.47,,,,,,,,,8,,,,,,,6.929,,,
13-Sep-08,,0,1.638,4.082,,0.08,37.97,,,,,,,,,8,,,,,,,,,,
14-Sep-08,,0,1.638,4.082,,0.1,36.23,,,,,,,,,8,,,,,,,6.998,,,
15-Sep-08,,0,1.638,4.082,,0.1,35.03,,,,,,,,,8,,,,,,,,,,
16-Sep-08,,0,1.638,4.366,,0.1,36,,,,,,,,,8,,,,,,,7.062,,,
17-Sep-08,,0.21,1.638,4.082,,0.1,36.47,,,,,,,,,8,,,,,,,,,,
18-Sep-08,,0.83,1.638,4.082,,0.11,38.53,,,,,,,,,8,,,,,,,6.835,,,
19-Sep-08,,0,1.638,4.082,,0.12,37.5,,,,,,,,,8,,,,,,,,,,
20-Sep-08,,0,1.638,4.963,,0.13,38.73,,,,,,,,,8,,,,,,,6.917,,,
21-Sep-08,,0.63,1.638,4.963,,0.12,37,,,,,,,,,8,,,,,,,,,,
22-Sep-08,,0,1.638,4.963,,0.13,38.77,,,,,,,,,8,,,,,,,6.992,,,
23-Sep-08,,0,4.817,4.963,,0.12,43.3,,,,,,,,,8,,,,,,,,,,
24-Sep-08,,0,1.638,4.66,,0.11,40,,,,,,,,,8,,,,,,,6.939,,,
25-Sep-08,,0.42,1.638,5.596,,0.11,39.23,,,,,,,,,8,,,,,,,,,,
26-Sep-08,,0,1.638,4.66,,0.11,40.53,,,,,,,,,8,,,,,,,7.192,,,
27-Sep-08,,0.63,1.638,4.366,,0.12,38.2,,,,,,,,,8,,,,,,,,,,
28-Sep-08,,1.04,1.638,4.082,,0.12,39.53,,,,,,,,,8,,,,,,,7.351,,,
