date,nacara,psanchezcerro,puchaca,batan,salinar,quirihuac ,condorcerro,pcarretera,sectutuma,phuamba,yanapampa,sayan,santodomingo,larancocha,chosica,socsi,conta,laachirana,bellaunion,pjaqui,huatiapa,pcarreteracamana,pdiablo,chucarapi,chiriotumilaca,aguascalientes
8-Mar-14,48.83,19.43,,14.853,,14.5,515.53,,,,,66.4,77.886,,,0,,21.539,,,82.825,,,,,
9-Mar-14,42.08,12.75,,14.189,,14.97,563.3,,,,,,67.8621,,,0,,18.009,,,89.314,,8.281,,,
10-Mar-14,34.25,6.29,,13.55,,14.1,524.4,,,,,,84.272,,,0,,34.938,,,89.054,,,,,
11-Mar-14,31.25,2.08,,9.732,,12.7,602.13,,,,,,75.6706,,,0,,30.285,,,88.905,,8.828,,,
12-Mar-14,24.67,0.63,,7.997,,11.1,487.37,,,,,50.3,62.1583,,,0,,28.785,,,87.351,,,,,
13-Mar-14,20.13,2.5,,6.877,,10.13,408.23,,,,,,54.1018,,,0,,30.285,,,83.259,,8.905,,,
14-Mar-14,16.25,0.83,,6.207,,10,408.13,,,,,,51.2422,,,0,,51.278,,,80.704,,,,,
15-Mar-14,13.2,0.63,,6.535,,6.93,409.27,,,,,,52.4167,,,0,,42.785,,,84.457,,8.592,,,
16-Mar-14,12.41,4.17,,5.894,,6.5,386.4,,,,,38.2,52.2555,,,0,,35.785,,,111.512,,,,,
17-Mar-14,11.8,2.29,,5.894,,5.77,394.87,,,,,,49.0485,,,0,,39.388,,,115.594,,8.518,,,
18-Mar-14,10.91,2.71,,5.894,,5.9,377.43,,,,,,54.6529,,,0,,42.138,,,120.107,,,,,
19-Mar-14,9.62,0.416,,5.595,,7.11,411.27,,,,,54.2,54.6529,,,0,,39.026,,,175.776,,8.336,,,
20-Mar-14,8.49,0,,5.308,,7.37,417.2,,,,,,63.2483,,,0,,24.872,,,175.969,,,,,
21-Mar-14,7.76,0.208,,7.608,,7.7,436.17,,,,,,65.5907,,,0,,17.349,,,140.902,,7.563,,,
22-Mar-14,7.36,0.416,,17.008,,13,482.93,,,,,43.4,60.3104,,,0,,14.249,,,119.149,,,,,
23-Mar-14,7.45,4.17,,25.158,,17.67,459.77,,,,,,51.2422,,,0,,11.121,,,111.188,,7.681,,,
24-Mar-14,8.24,0,,16.261,,36,500.23,,,,,,47.2183,,,0,,10.06,,,105.021,,,,,
25-Mar-14,20.58,4.5,,21.197,,38.17,478.63,,,,,,48.2803,,,0,,11.126,,,98.489,,7.427,,,
26-Mar-14,67.58,10.5,,20.295,,27.17,447,,,,,25.3,48.6378,,,0,,12.198,,,91.97,,,,,
27-Mar-14,47.83,11.96,,20.295,,53.43,576.8,,,,,,47.4698,,,0,,9.346,,,87.093,,7.569,,,
28-Mar-14,36,36.91,,14.853,,65.13,665.7,,,,,,46.6683,,,0,,8.946,,,84.166,,,,,
29-Mar-14,28.58,38.29,,12.347,,54,514.6,,,,,,37.4791,,,0,,6.831,,,81.564,,7.496,,,
30-Mar-14,24.17,33.67,,10.213,,41.17,405.23,,,,,23.2,32.4233,,,0,,4.769,,,77.44,,,,,
31-Mar-14,19.42,0,,8.404,,32.83,353.7,,,,,,27.6991,,,0,,3.683,,,73.745,,,,,
1-Apr-14,13.93,29.75,,7.608,,23.47,316.77,,,,,,25.4349,,,,,2.1,,,69.578,,,,,
2-Apr-14,11.28,24.04,,7.234,,19.33,290.27,,,,,,24.0919,,,,,2.2,,,66.3,,7.154,,,
3-Apr-14,5.23,21.54,,6.877,,15.33,268.5,,,,,,23.077,,,,,1.9,,,64.323,,,,,
4-Apr-14,4.43,18.25,,7.234,,10.87,257.83,,,,,30.3,21.015,,,,,1.7,,,63.051,,6.221,,,
5-Apr-14,3.8,6.5,,7.608,,9.3,237.53,,,,,,22.5187,,,,,2.9,,,61.595,,,,,
6-Apr-14,3.55,3.58,,7.608,,15.4,245.6,,,,,,24.3178,,,,,5.41,,,60.248,,6.121,,,
7-Apr-14,3.65,7.29,,7.608,,10.73,225.1,,,,,,22.0603,,,,,2,,,58.375,,,,,
8-Apr-14,3.17,18.88,,6.877,,10.17,204.2,,,,,28,20.6642,,,,,5.65,,,56.775,,6.085,,,
9-Apr-14,,10.21,,5.894,,9,197.1,,,,,,20.0883,,,,,3.96,,,56.059,,,,,
10-Apr-14,2.7,1.46,,6.207,,11.27,210.47,,,,,,20.4326,,,,,12.28,,,62.079,,6.262,,,
11-Apr-14,2.55,0,,5.894,,12.53,216.83,,,,,,19.2168,,,,,5.7,,,71.957,,,,,
12-Apr-14,2.47,0,,5.308,,10.43,194.23,,,,,19.4,18.1031,,,,,3.97,,,74.61,,6.144,,,
13-Apr-14,1.98,1.25,,5.035,,9.33,184.37,,,,,,16.7784,,,,,3.8,,,74.402,,,,,
14-Apr-14,1.65,0.42,,4.773,,7.67,176.9,,,,,,16.1531,,,,,2.82,,,71.684,,6.224,,,
15-Apr-14,1.15,0,,5.595,,16.43,182.3,,,,,20.2,15.7855,,,,,7.89,,,69.073,,,,,
16-Apr-14,0.78,0,,5.595,,21.43,168.1,,,,,,15.0669,,,,,5.63,,,66.599,,6.297,,,
17-Apr-14,0.5,0,,6.207,,21.17,179.7,,,,,,14.416,,,,,7.72,,,64.881,,,,,
18-Apr-14,0.3,0.42,,7.608,,19.07,169.1,,,,,,14.8089,,,,,11.13,,,64.029,,6.301,,,
19-Apr-14,0.28,0.42,,5.894,,17.27,189.9,,,,,14.1,15.2564,,,,,8.78,,,63.278,,,,,
20-Apr-14,0.3,0.21,,5.595,,20.85,164.33,,,,,,15.0198,,,,,13.59,,,62.499,,6.348,,,
21-Apr-14,0.3,0,,5.035,,15.07,146.83,,,,,,14.7391,,,,,14.08,,,61.724,,,,,
22-Apr-14,0.3,0,,5.035,,14.26,146.17,,,,,13.3,14.6926,,,,,7.06,,,61.691,,6.246,,,
23-Apr-14,0.3,0,,7.608,,16.53,150.77,,,,,,13.9851,,,,,5.22,,,60.952,,,,,
24-Apr-14,0.2,0,,9.732,,19.87,183.73,,,,,,13.5849,,,,,5.39,,,59.293,,6.449,,,
25-Apr-14,0.3,0,,11.781,,32.6,167.7,,,,,,14.577,,,,,9.92,,,57.871,,,,,
26-Apr-14,0.2,0,,10.213,,42,212.73,,,,,22.4,15.6642,,,,,11.7,,,57.056,,5.911,,,
27-Apr-14,0.3,0.67,,9.732,,38.4,238.1,,,,,,15.4954,,,,,10,,,55.285,,,,,
28-Apr-14,0.3,0,,9.732,,38.7,199.23,,,,,,14.0526,,,,,8.13,,,53.382,,6.215,,,
29-Apr-14,0.1,0,,14.189,,35.07,192.93,,,,,15.4,13.2138,,,,,6.63,,,51.897,,,,,
30-Apr-14,,0,,12.347,,58.37,278.37,,,,,,16.1778,,,,,7,,,51.296,,6.177,,,
1-May-14,,0,,13.041,,39.87,209.23,,,,,,17.5124,,,,,,,,51.116,,,,,
2-May-14,,0.21,,13.041,,28,226.77,,,,,,15.746,,,,,,,,50.578,,6.205,,,
3-May-14,,0.63,,20.016,,28.8,207.13,,,,,,16.4529,,,,,,,,49.685,,,,,
4-May-14,,0,,17.027,,27.2,217.53,,,,,,17.9274,,,,,,,,49.745,,6.212,,,
5-May-14,,0,,16.529,,28.53,226.77,,,,,,23.8162,,,,,,,,49.685,,,,,
6-May-14,,0,,15.532,,26.17,235.17,,,,,25.1,23.942,,,,,7.04,,,49.685,,6.545,,,
7-May-14,2.5,0.6,,15.034,,27.07,255.1,,,,,,27.8137,,,,,7.07,,,49.242,,,,,
8-May-14,3.5,0,,14.536,,31.63,311.7,,,,,,26.3471,,,,,6.54,,,48.976,,6.479,,,
9-May-14,3.3,0,,14.536,,39.27,340.97,,,,,,27.3992,,,,,6.39,,,48.976,,,,,
10-May-14,3.1,0.79,,14.038,,39.57,297.43,,,,,29.5,25.6823,,,,,6.49,,,48.447,,6.304,,,
11-May-14,3.1,13.75,,13.041,,35.9,253.57,,,,,,22.9169,,,,,6.39,,,48.271,,,,,
12-May-14,3.1,14.13,,12.543,,29.47,224.23,,,,,,20.4653,,,,,6.39,,,48.271,,6.564,,,
13-May-14,3.1,6.79,,11.547,,22.57,206.43,,,,,20.4,18.5349,,,,,6,,,47.89,,,,,
14-May-14,,0.21,,11.049,,17.07,183.67,,,,,,16.4035,,,,,5.62,,,47.337,,6.075,,,
15-May-14,,0,,12.045,,13.77,188.73,,,,,,15.5307,,,,,5.43,,,46.872,,,,,
16-May-14,,2.92,,13.041,,18.1,180.27,,,,,,14.8731,,,,,5.58,,,46.496,,6.337,,,
17-May-14,3.1,4.83,,11.547,,15.8,162.37,,,,,15.9,14.2563,,,,,5.15,,,46.179,,,,,
18-May-14,,7.17,,13.54,,14.7,158.53,,,,,,13.6124,,,,,2.58,,,46.179,,6.452,,,
19-May-14,,6.92,,12.045,,12.63,158,,,,,,13.1795,,,,,2.43,,,45.719,,,,,
20-May-14,,7.33,,11.547,,10.4,135.03,,,,,,12.7556,,,,,0.74,,,45.489,,6.114,,,
21-May-14,,11.99,,13.041,,13.97,149.23,,,,,13.5,12.2791,,,,,0.35,,,45.489,,,,,
22-May-14,3.1,20.03,,11.547,,10.5,143.5,,,,,,12.1161,,,,,0.2,,,45.489,,6.011,,,
23-May-14,4,21.5,,11.049,,9.57,117.3,,,,,,11.3416,,,,,0.16,,,45.06,,,,,
24-May-14,3.62,21.92,,10.052,,9.13,121.5,,,,,13.1,11.2447,,,,,0.15,,,44.804,,6.101,,,
25-May-14,,18.29,,9.554,,8.33,114.17,,,,,,10.9761,,,,,0.15,,,44.804,,,,,
26-May-14,4.27,14.46,,13.54,,6.07,113.23,,,,,,11.0142,,,,,0.15,,,44.804,,6.278,,,
27-May-14,3.5,10.96,,9.056,,5.4,101,,,,,11.2,10.8623,,,,,0.14,,,44.804,,,,,
28-May-14,,10.58,,8.558,,5.07,100.63,,,,,,10.7869,,,,,0.15,,,44.321,,6.588,,,
29-May-14,3.06,10.17,,8.558,,4.6,96.37,,,,,,10.5626,,,,,0.15,,,44.122,,,,,
30-May-14,,8.5,,8.059,,4,94.4,,,,,9.8,10.5626,,,,,0.15,,,44.122,,6.344,,,
31-May-14,3.2,0,,8.059,,3.8,90.8,,,,,,10.5626,,,,,0.13,,,44.122,,,,,
1-Jun-14,3.2,0,,8.282,,3.8,85.7,,,,,,10.3596,,,,,0.13,,,44.122,,6.492,,,
2-Jun-14,,0,,7.867,,3.47,81.43,,,,,,10.1231,,,,,0.13,,,43.699,,,,,
3-Jun-14,3,0,,7.47,,2.87,79.4,,,,,,10.1231,,,,,0.11,,,43.445,,6.518,,,
4-Jun-14,3,0,,7.09,,2.5,82.93,,,,,10.2,10.1231,,,,,0.1,,,43.445,,,,,
5-Jun-14,,0,,7.47,,2.13,77.9,,,,,,9.9078,,,,,0.1,,,43.445,,6.472,,,
6-Jun-14,,0,,7.09,,2,74.13,,,,,,9.6956,,,,,0.1,,,43.445,,,,,
7-Jun-14,2.5,0,,7.47,,2,73.37,,,,,,9.6956,,,,,0.1,,,43.024,,6.68,,,
8-Jun-14,,0,,7.09,,2,78.6,,,,,9.7,9.5036,,,,,0.1,,,42.772,,,,,
9-Jun-14,,0,,6.727,,2.17,69.13,,,,,,9.4172,,,,,0.1,,,42.772,,6.68,,,
10-Jun-14,1.2,0,,6.727,,2,69.33,,,,,,9.5383,,,,,0.1,,,42.772,,,,,
11-Jun-14,,0,,6.38,,2,70.3,,,,,9.7,9.0765,,,,,0.1,,,42.772,,6.496,,,
12-Jun-14,,0,,6.049,,2,64.53,,,,,,8.8759,,,,,0.1,,,42.772,,,,,
13-Jun-14,,0,,6.38,,2,64.67,,,,,,8.7274,,,,,0.1,,,42.27,,6.391,,,
14-Jun-14,,0,,6.049,,2,63.43,,,,,9,8.4835,,,,,0.1,,,42.103,,,,,
15-Jun-14,,0,,5.732,,2,63.23,,,,,,8.4835,,,,,0.1,,,42.103,,6.421,,,
16-Jun-14,,0,,6.049,,2,58.17,,,,,,8.2916,,,,,0.1,,,42.103,,,,,
17-Jun-14,,0,,6.38,,2,57.53,,,,,,8.1025,,,,,0.09,,,42.103,,6.604,,,
18-Jun-14,,0,,6.049,,1.67,69.87,,,,,9,7.9625,,,,,0.1,,,42.103,,,,,
19-Jun-14,1.5,0,,5.732,,1.4,57.9,,,,,,7.7327,,,,,0.1,,,42.103,,6.573,,,
20-Jun-14,,2.75,,5.141,,1,56.07,,,,,,8.0245,,,,,0.1,,,42.103,,,,,
21-Jun-14,,15.73,,5.141,,0.8,51.53,,,,,,8.0712,,,,,0.1,,,41.521,,6.021,,,
22-Jun-14,,1.04,,5.141,,0.5,51,,,,,8.3,8.3712,,,,,0.1,,,41.438,,,,,
23-Jun-14,,0,,4.866,,0.5,53.17,,,,,,8.4192,,,,,0.08,,,41.438,,6.344,,,
24-Jun-14,,0,,4.866,,0.5,55.3,,,,,,8.3712,,,,,0.08,,,41.438,,,,,
25-Jun-14,,3.54,,4.866,,0.5,54.27,,,,,7.8,8.1025,,,,,0.08,,,41.438,,6.603,,,
26-Jun-14,,2.71,,4.354,,0.43,50.63,,,,,,8.1025,,,,,0.08,,,41.438,,,,,
27-Jun-14,,1.25,,5.141,,0.35,51.63,,,,,,7.9162,,,,,0.08,,,41.631,,6.622,,,
28-Jun-14,,1.25,,4.604,,0.25,57.73,,,,,,7.7327,,,,,0.08,,,42.381,,,,,
29-Jun-14,,1.04,,4.604,,0.25,54.53,,,,,8,7.9316,,,,,0.08,,,41.908,,6.512,,,
30-Jun-14,0,1.67,,4.604,,0.25,52.67,,,,,,8.1025,,,,,0.08,,,41.438,,,,,
1-Jul-14,0,1.67,,3.925,,0.23,52.9,,,,,,7.9162,,,,,0.08,,,41.438,,6.46,,,
2-Jul-14,0,1.25,,4.603,,0.25,51.4,,,,,,7.7327,,,,,0.08,,,41.438,,,,,
3-Jul-14,0,0,,3.131,,0.25,43.33,,,,,,7.6419,,,,,0.08,,,41.438,,6.265,,,
4-Jul-14,0,0.63,,3.434,,0.25,52.2,,,,,11.4,7.6721,,,,,0.08,,,41.438,,,,,
5-Jul-14,0,0.21,,4.603,,0.25,51,,,,,,7.947,,,,,0.08,,,41.189,,6.566,,,
6-Jul-14,0,1.04,,4.603,,0.25,49.1,,,,,,7.7327,,,,,0.08,,,40.777,,,,,
7-Jul-14,0,1.46,,3.925,,0.2,47.17,,,,,,7.7327,,,,,0.08,,,40.777,,6.431,,,
8-Jul-14,0,1.67,,4.603,,0.2,47.9,,,,,14,7.6269,,,,,0.08,,,40.777,,,,,
9-Jul-14,0,0.42,,3.925,,0.2,49.73,,,,,,7.3739,,,,,0.08,,,40.777,,6.366,,,
10-Jul-14,0,0,,3.925,,0.2,49.8,,,,,,7.3739,,,,,0.08,,,40.777,,,,,
11-Jul-14,0,4.79,,3.434,,0.2,48.93,,,,,,7.3739,,,,,0.08,,,40.777,,6.366,,,
12-Jul-14,0,1.88,,3.131,,0.2,48.3,,,,,11.6,7.3739,,,,,0.08,,,40.777,,,,,
13-Jul-14,0,0,,3.015,,0.2,49.13,,,,,,7.3739,,,,,0.08,,,40.777,,6.216,,,
14-Jul-14,0,0,,3.131,,0.2,46.1,,,,,,7.1987,,,,,0.08,,,40.777,,,,,
15-Jul-14,0,0,,3.015,,0.2,47.95,,,,,,7.0262,,,,,0.08,,,40.777,,6.362,,,
16-Jul-14,0,0,,3.087,,0.2,47.77,,,,,11.4,7.0262,,,,,0.08,,,41.604,,,,,
17-Jul-14,0,0,,3.087,,0.2,47.93,,,,,,6.8704,,,,,0.08,,,42.214,,6.629,,,
18-Jul-14,0,0.16,,3.131,,0.2,46.4,,,,,,6.6892,,,,,0.08,,,42.047,,,,,
19-Jul-14,0,0,,3.015,,0.2,47.33,,,,,,6.5792,,,,,0.08,,,40.887,,6.222,,,
20-Jul-14,0,0,,3.087,,0.2,45.83,,,,,11.7,6.9268,,,,,0.1,,,40.777,,,,,
21-Jul-14,0,0,,3.015,,0.2,46.4,,,,,,7.0262,,,,,0.1,,,40.777,,6.235,,,
22-Jul-14,0,0,,3.131,,0.2,46.57,,,,,,6.8563,,,,,0.1,,,40.777,,,,,
23-Jul-14,0,0,,3.015,,0.2,46.6,,,,,,6.6892,,,,,0.08,,,40.777,,6.673,,,
24-Jul-14,0,0,,3.131,,0.2,46.4,,,,,11.7,6.6892,,,,,0.08,,,40.777,,,,,
25-Jul-14,0,0,,3.015,,0.2,46.6,,,,,,6.6203,,,,,0.08,,,40.229,,6.643,,,
26-Jul-14,0,0.83,,3.925,,0.2,46,,,,,,6.3628,,,,,0.08,,,40.12,,,,,
27-Jul-14,0,1.04,,4.603,,0.2,46.6,,,,,11.4,6.3628,,,,,0.08,,,40.12,,6.463,,,
28-Jul-14,0,0.42,,3.015,,0.2,46.6,,,,,,6.2961,,,,,0.08,,,40.12,,,,,
29-Jul-14,0,0,,3.347,,0.2,46.6,,,,,,6.3094,,,,,0.08,,,40.12,,6.394,,,
30-Jul-14,0,0,,3.015,,0.2,46.03,,,,,11.2,6.2035,,,,,0.08,,,40.12,,,,,
31-Jul-14,0,0,,3.131,,0.2,45.9,,,,,,6.2961,,,,,0.08,,,40.12,,6.302,,,
1-Aug-14,0,1.46,,1.51,,0.17,46.23,,,,,,6.2336,,,,,0.08,,,40.12,,,,,
2-Aug-14,0,0.625,,1.431,,0.15,45,,,,,,6.2336,,,,,0.08,,,40.12,,6.274,,,
3-Aug-14,0,0,,1.51,,0.15,44.33,,,,,,6.2336,,,,,0.08,,,40.12,,,,,
4-Aug-14,0,0,,1.431,,0.15,45,,,,,18.8,6.2336,,,,,0.08,,,40.12,,6.228,,,
5-Aug-14,0,0,,1.51,,0.15,45,,,,,11.3,6.2336,,,,,0.08,,,40.12,,,,,
6-Aug-14,0,0,,1.431,,0.15,44.6,,,,,19.956,6.2336,,,,,0.08,,,40.12,,6.239,,,
7-Aug-14,0,0,,1.215,,0.12,44.43,,,,,,6.2336,,,,,0.08,,,40.12,,,,,
8-Aug-14,0,3.12,,1.215,,0.1,44.97,,,,,,6.3789,,,,,0.08,,,40.12,,6.317,,,
9-Aug-14,0,0,,1.215,,0.1,44.63,,,,,19.346,6.4994,,,,,0.08,,,40.12,,,,,
10-Aug-14,0,0,,1.215,,0.1,45.53,,,,,,6.4456,,,,,0.08,,,40.64,,6.197,,,
11-Aug-14,0,0,,1.431,,0.1,45.37,,,,,,6.8556,,,,,0.08,,,40.777,,,,,
12-Aug-14,0,0,,1.431,,0.1,45.2,,,,,,6.8835,,,,,0.08,,,40.777,,6.171,,,
13-Aug-14,0,0.83,,1.284,,0.1,44.47,,,,,11.4,5.5758,,,,,0.08,,,40.777,,,,,
14-Aug-14,0,2.71,,1.215,,0.1,44.13,,,,,,6.282,,,,,0.08,,,40.777,,6.173,,,
15-Aug-14,0,0.63,,1.088,,0.1,43.5,,,,,,6.6854,,,,,0.08,,,41.052,,,,,
16-Aug-14,0,0,,1.03,,0.1,44.1,,,,,10.9,6.7003,,,,,0.08,,,41.438,,6.332,,,
17-Aug-14,0,0,,1.03,,0.1,43.8,,,,,,6.536,,,,,0.08,,,41.438,,,,,
18-Aug-14,0,0,,1.356,,0.1,44.43,,,,,,6.6555,,,,,0.08,,,41.327,,6.21,,,
19-Aug-14,0,0,,1.284,,0.1,44.1,,,,,,6.7003,,,,,0.08,,,39.712,,,,,
20-Aug-14,0,0,,1.215,,0.1,43.77,,,,,10.8,6.7003,,,,,0.08,,,39.008,,6.364,,,
21-Aug-14,0,0,,1.356,,0.1,43.83,,,,,,6.5808,,,,,0.08,,,37.721,,,,,
22-Aug-14,0,0,,1.356,,0.1,45.33,,,,,,6.1924,,,,,0.08,,,37.057,,6.278,,,
23-Aug-14,0,2.5,,1.284,,0.1,48.3,,,,,10.8,5.9833,,,,,0.08,,,36.898,,,,,
24-Aug-14,0,0,,1.215,,0.1,44.27,,,,,,5.9833,,,,,0.08,,,36.529,,6.184,,,
25-Aug-14,0,0,,1.215,,0.07,46.13,,,,,,5.9833,,,,,0.08,,,36.266,,,,,
26-Aug-14,0,0,,1.767,,0.05,44.63,,,,,,5.9833,,,,,0.08,,,36.266,,6.305,,,
27-Aug-14,0,0,,1.678,,0.05,49.7,,,,,9.9,5.9833,,,,,0.08,,,36.266,,,,,
28-Aug-14,0,0,,1.592,,0.05,44.87,,,,,,6.297,,,,,0.08,,,36.214,,6.281,,,
29-Aug-14,0,0.21,,1.592,,0.05,43.83,,,,,,6.4613,,,,,0.08,,,35.639,,,,,
30-Aug-14,0,,,1.678,,0.05,43.97,,,,,9.1,5.9833,,,,,0.08,,,35.639,,6.266,,,
31-Aug-14,0,0,,1.678,,0.05,43.37,,,,,,6.1476,,,,,0.08,,,35.769,,,,,
1-Sep-14,0,0,,1.69,,0.05,42.73,,,,,,6.6,,,,,0.08,,,35.6,,6.124,,,
2-Sep-14,0,0,,1.575,,0.05,41.77,,,,,,6.6,,,,,0.08,,,36,,,,,
3-Sep-14,0,0,,1.464,,0.05,41.5,,,,,,6.7,,,,,0.08,,,36.9,,6.305,,,
4-Sep-14,0,0,,1.251,,0.05,42.23,,,,,,6.7,,,,,0.08,,,36.8,,,,,
5-Sep-14,0,0,,1.356,,0.05,42.5,,,,,,6.8,,,,,0.08,,,36.3,,6.234,,,
6-Sep-14,0,0,,1.356,,0.05,42.77,,,,,,6.7,,,,,0.08,,,35.9,,,,,
7-Sep-14,0,0,,1.356,,0.05,42.57,,,,,,6.7,,,,,0.06,,,35.6,,6.303,,,
8-Sep-14,0,0,,1.251,,0.05,42.43,,,,,,6.7,,,,,0.06,,,35.6,,,,,
9-Sep-14,0,0,,1.052,,0.05,41.9,,,,,,6.7,,,,,0.06,,,35.6,,6.405,,,
10-Sep-14,0,0,,1.052,,0.05,42.03,,,,,,6.7,,,,,0.06,,,35.6,,,,,
11-Sep-14,0,0,,0.957,,0.05,41.63,,,,,,6.7,,,,,0.06,,,35.6,,6.27,,,
12-Sep-14,0,0,,1.15,,0.05,40.97,,,,,,6.6,,,,,0.06,,,35.6,,,,,
13-Sep-14,0,0,,1.464,,0.05,42.1,,,,,,6.3,,,,,0.06,,,35.6,,6.923,,,
14-Sep-14,0,0,,1.809,,0.05,45.6,,,,,,6.3,,,,,0.04,,,35.6,,,,,
15-Sep-14,0,0,,3.496,,0.05,48.23,,,,,,6.8,,,,,0.03,,,35.6,,6.23,,,
16-Sep-14,0,0,,4.344,,0.05,49.87,,,,,,7,,,,,0.03,,,35.2,,,,,
17-Sep-14,0,0,,4.894,,0.05,61.67,,,,,,7.3,,,,,0.03,,,34.9,,6.261,,,
18-Sep-14,0,10.13,,3.18,,0.05,58.87,,,,,,7.2,,,,,0.03,,,34.4,,,,,
19-Sep-14,0,5,,2.591,,0.07,52.2,,,,,,7.4,,,,,0.03,,,33.9,,6.192,,,
20-Sep-14,0,0,,3.18,,0.07,52.93,,,,,,7.2,,,,,0.03,,,33.8,,,,,
21-Sep-14,0,0,,2.591,,0.05,48.93,,,,,,6.7,,,,,0.03,,,33.8,,6.2,,,
22-Sep-14,0,0,,2.591,,0.05,49.8,,,,,,7.1,,,,,0.05,,,33.8,,,,,
23-Sep-14,0,0,,3.18,,0.05,51.13,,,,,,7.7,,,,,0.04,,,33.8,,6.219,,,
24-Sep-14,0,0,,2.733,,0.05,53.97,,,,,,7.6,,,,,0.04,,,33.8,,,,,
25-Sep-14,0,0,,2.591,,0.05,54.53,,,,,,7.3,,,,,0.04,,,33.8,,6.342,,,
26-Sep-14,0,0,,4.894,,0.05,52.4,,,,,,7.4,,,,,0.05,,,33.8,,,,,
27-Sep-14,0,0,,4.707,,0.05,61.73,,,,,,7.8,,,,,0.05,,,33.8,,6.332,,,
28-Sep-14,0,0,,3.496,,0.05,54.83,,,,,,7.9,,,,,0.05,,,34.2,,,,,
29-Sep-14,0,0,,2.879,,0.05,52.53,,,,,,7.7,,,,,0.05,,,34.4,,6.201,,,
30-Sep-14,0,0,,2.316,,0.05,47.37,,,,,,7.7,,,,,0.16,,,34.8,,,,,
1-Oct-14,0,0,,2.056,,0.05,46.5,,,,,,7.5,,,,,0.05,,,35.9,,6.289,,,
2-Oct-14,0,0,,1.93,,0.05,46.37,,,,,,7.7,,,,,0.05,,,36.3,,,,,
3-Oct-14,0,0,,1.809,,0.05,44.67,,,,,,7.6,,,,,0.05,,,36,,6.126,,,
4-Oct-14,0,0,,1.809,,0.05,51.2,,,,,11.9,7.4,,,,,0.05,,,35.6,,,,,
5-Oct-14,0,0,,1.809,,0.05,45.03,,,,,,7.4,,,,,0.88,,,36,,6.234,,,
6-Oct-14,0,0,,1.575,,0.05,44.77,,,,,,7.4,,,,,3.03,,,36.3,,,,,
7-Oct-14,0,0,,1.575,,0.05,44.9,,,,,12,7.3,,,,,5.28,,,36.3,,6.404,,,
8-Oct-14,0,0,,1.809,,0.05,44.5,,,,,,7.3,,,,,6.9,,,35.9,,,,,
9-Oct-14,0,0,,3.028,,0.05,61.7,,,,,,8.1,,,,,7.93,,,36.1,,6.453,,,
10-Oct-14,0,0,,4.167,,2.02,77.5,,,,,,8.8,,,,,9.96,,,35.9,,,,,
11-Oct-14,0,0,,4.344,,2,70.23,,,,,12.3,8.4,,,,,10.27,,,35.6,,6.332,,,
12-Oct-14,0,11.25,,3.825,,0.93,61.63,,,,,,8.1,,,,,9.24,,,35.6,,,,,
13-Oct-14,0,1.04,,3.18,,0.5,50.57,,,,,,8.1,,,,,9.47,,,35.6,,6.437,,,
14-Oct-14,0,0,,2.879,,0.28,53.17,,,,,,7.8,,,,,9.35,,,35.6,,,,,
15-Oct-14,0,0,,2.452,,0.15,47.03,,,,,12,7.6,,,,,9.13,,,35.2,,6.4,,,
16-Oct-14,0,0,,2.056,,0.15,45.5,,,,,,7.4,,,,,8.8,,,35,,,,,
17-Oct-14,0,0,,1.93,,0.15,44.13,,,,,,7.7,,,,,8.47,,,34.6,,6.383,,,
18-Oct-14,0,0,,3.496,,0.13,44.73,,,,,11.6,7.8,,,,,8.57,,,34.4,,,,,
19-Oct-14,0,0,,3.028,,0.1,44.33,,,,,,7.7,,,,,9.07,,,34.3,,6.473,,,
20-Oct-14,0,0,,3.028,,0.1,45.73,,,,,,7.4,,,,,9.3,,,33.8,,,,,
21-Oct-14,0,0.5,,2.733,,0.1,65.93,,,,,15.7,7.9,,,,,16.23,,,33.8,,6.337,,,
22-Oct-14,0,0,,2.056,,0.1,67.13,,,,,,9,,,,,11.39,,,33.8,,,,,
23-Oct-14,0,0,,1.93,,0.1,64.03,,,,,,9.2,,,,,10.49,,,33.8,,6.432,,,
24-Oct-14,0,0,,2.452,,0.1,68.17,,,,,,9.2,,,,,8.91,,,33.8,,,,,
25-Oct-14,0,0,,2.452,,0.1,68.73,,,,,14.9,8.9,,,,,8.52,,,33.8,,6.471,,,
26-Oct-14,0,0,,2.184,,0.2,74,,,,,,8.9,,,,,8.09,,,33.8,,,,,
27-Oct-14,0,0,,2.056,,0.2,69.73,,,,,,8.7,,,,,8.04,,,33.8,,6.389,,,
28-Oct-14,0,0,,1.93,,0.2,58.9,,,,,,8.7,,,,,8.58,,,33.8,,,,,
29-Oct-14,0,0,,1.809,,0.2,61.53,,,,,14.3,8.6,,,,,9.8,,,33.8,,6.349,,,
30-Oct-14,0,0,,1.609,,0.17,80.93,,,,,,8.2,,,,,,,,33.8,,,,,
31-Oct-14,0,0,,1.809,,0.12,60.4,,,,,,7.8,,,,,8.9,,,33.4,,6.41,,,
1-Nov-14,0,0,,1.794,,0.1,58.57,,,,,,8.1,,,,,8.14,,,33,,,,,
2-Nov-14,0,0,,1.47,,0.1,57.77,,,,,,8.1,,,,,8.035,,,32.7,,6.371,,,
3-Nov-14,0,0,,1.57,,0.1,50.1,,,,,,8.1,,,,,7.824,,,34.2,,,,,
