date,nacara,psanchezcerro,puchaca
13-Oct-12,,0,0.288
14-Oct-12,,0,0.318
15-Oct-12,,0,0.288
16-Oct-12,,0,0.288
17-Oct-12,,0,0.609
18-Oct-12,,0,0.725
19-Oct-12,,0,1.859
20-Oct-12,,0,5.025
21-Oct-12,,0,3.446
22-Oct-12,,0,3.676
23-Oct-12,,0,10.54
24-Oct-12,,0,5.668
25-Oct-12,,0,8.016
26-Oct-12,,0,3.676
27-Oct-12,,0,2.466
28-Oct-12,,0,1.729
29-Oct-12,,0,1.094
30-Oct-12,,0.83,35.023
31-Oct-12,,0,47.064
1-Nov-12,,0,11.461
2-Nov-12,,0,7.823
3-Nov-12,,0,3.901
4-Nov-12,,0,3.276
5-Nov-12,,0,2.723
6-Nov-12,,0,2.62
7-Nov-12,,0,9.166
8-Nov-12,,0,6.069
9-Nov-12,,0.21,3.77
10-Nov-12,,0,3.642
11-Nov-12,,0,2.828
12-Nov-12,,0.21,4.035
13-Nov-12,,0,3.16
14-Nov-12,,0,2.828
15-Nov-12,,0,3.77
16-Nov-12,,0,3.642
17-Nov-12,,0,3.16
18-Nov-12,,0,2.62
19-Nov-12,,0,2.147
20-Nov-12,,0,1.975
21-Nov-12,,0,1.892
22-Nov-12,,0,1.812
23-Nov-12,,1.04,1.659
24-Nov-12,,0,3.517
25-Nov-12,,0.63,13.492
26-Nov-12,,0.42,6.249
27-Nov-12,,0,3.77
28-Nov-12,,0,3.046
29-Nov-12,,0,2.828
30-Nov-12,,0,2.52
1-Dec-12,,0,2.101
2-Dec-12,,0.21,1.775
3-Dec-12,,1.67,1.676
4-Dec-12,,0,1.58
5-Dec-12,,0,1.402
6-Dec-12,,0,1.165
7-Dec-12,,1.04,1.093
8-Dec-12,,1.875,1.024
9-Dec-12,,0.32,14.291
10-Dec-12,,0,14.799
11-Dec-12,,0,6.641
12-Dec-12,,0,4.072
13-Dec-12,,0,3.039
14-Dec-12,,3.79,2.101
15-Dec-12,,6.51,1.165
16-Dec-12,,1.46,0.959
17-Dec-12,,0,0.838
18-Dec-12,,0.42,1.319
19-Dec-12,,0.42,1.165
20-Dec-12,,0.42,1.024
21-Dec-12,,2.08,1.024
22-Dec-12,,3.96,1.024
23-Dec-12,,1.88,1.24
24-Dec-12,,2.08,1.24
25-Dec-12,,1.46,11.099
26-Dec-12,,2.08,7.519
27-Dec-12,,1.67,7.831
28-Dec-12,,1.25,18.75
29-Dec-12,,4.38,8.824
30-Dec-12,,4.46,8.483
31-Dec-12,,6.5,9.539
1-Jan-13,,4.67,6.327
2-Jan-13,,5,5.798
3-Jan-13,,8.17,7.819
4-Jan-13,,12,13.504
5-Jan-13,,26.08,8.149
6-Jan-13,,14.71,6.058
7-Jan-13,,23.92,4.212
8-Jan-13,,22.13,4.414
9-Jan-13,,24.67,6.895
10-Jan-13,,30.08,13.504
11-Jan-13,,34.17,9.201
12-Jan-13,,34.67,5.546
13-Jan-13,,32.33,5.546
14-Jan-13,,31.33,3.305
15-Jan-13,,30.92,3.144
16-Jan-13,,28.75,2.989
17-Jan-13,,27.5,2.697
18-Jan-13,,27.33,2.301
19-Jan-13,,25.58,1.953
20-Jan-13,,18,1.745
21-Jan-13,,8.96,1.647
22-Jan-13,,1.25,2.989
23-Jan-13,,1.88,29.42
24-Jan-13,,4.5,43.402
25-Jan-13,,3.96,9.201
26-Jan-13,,7.08,6.606
27-Jan-13,,7.08,4.843
28-Jan-13,,8.08,8.149
29-Jan-13,,9.92,10.358
30-Jan-13,,5.54,6.327
31-Jan-13,,5.21,3.828
1-Feb-13,,1.25,3.826
2-Feb-13,,0.83,4.056
3-Feb-13,,6.21,3.2
4-Feb-13,,0.63,12.203
5-Feb-13,,0,40.3
6-Feb-13,,0,12.203
7-Feb-13,,4.58,9.103
8-Feb-13,,7.08,6.68
9-Feb-13,,11.08,4.297
10-Feb-13,,11.38,3.826
11-Feb-13,,6.88,3.2
12-Feb-13,,6.79,2.832
13-Feb-13,,7.46,2.198
14-Feb-13,,7.29,2.499
15-Feb-13,,6.71,2.198
16-Feb-13,,7.38,2.06
17-Feb-13,,6.83,1.929
18-Feb-13,,3.13,4.056
19-Feb-13,,2.71,3.399
20-Feb-13,,0.42,2.661
21-Feb-13,,0,2.345
22-Feb-13,,0,2.198
23-Feb-13,,0,28.207
24-Feb-13,,0.83,5.381
25-Feb-13,,0,16.122
26-Feb-13,,0,14.051
27-Feb-13,,0.4,12.796
28-Feb-13,,0.02,12.203
1-Mar-13,,0.39,11.15
2-Mar-13,,9.81,12.543
3-Mar-13,,73.92,47.884
4-Mar-13,,109.08,43.741
5-Mar-13,,71.13,35.164
6-Mar-13,,66.75,29.895
7-Mar-13,,56.04,18.371
8-Mar-13,,58.71,11.115
9-Mar-13,,54.29,7.925
10-Mar-13,,43.96,6.332
11-Mar-13,,27.13,5.248
12-Mar-13,,23.25,6.332
13-Mar-13,,26.29,14.666
14-Mar-13,,50.5,41.139
15-Mar-13,,84.42,13.049
16-Mar-13,,69.71,26.145
17-Mar-13,,65.92,34.056
18-Mar-13,,70.54,81.836
19-Mar-13,,125.42,41.139
20-Mar-13,,235.71,21.988
21-Mar-13,,134.54,12.052
22-Mar-13,,101.46,8.645
23-Mar-13,,82.13,6.046
24-Mar-13,,66.83,5.248
25-Mar-13,,54.38,4.536
26-Mar-13,,44.5,4.316
27-Mar-13,,38.75,4.316
28-Mar-13,,38,13.049
29-Mar-13,,31.83,6.046
30-Mar-13,,35.75,4.764
31-Mar-13,,25.63,5.248
1-Apr-13,,10.13,
2-Apr-13,,1.33,
3-Apr-13,,2.29,
4-Apr-13,,0.21,
5-Apr-13,,0,
6-Apr-13,,0,
7-Apr-13,,0,
8-Apr-13,,0,
9-Apr-13,,0,
10-Apr-13,,0,
11-Apr-13,,0,
12-Apr-13,,0,
13-Apr-13,,0,
14-Apr-13,,0,
15-Apr-13,,0,
16-Apr-13,,0,
17-Apr-13,,0,
18-Apr-13,,0,
19-Apr-13,,0,
20-Apr-13,,0,
21-Apr-13,,0,
22-Apr-13,,0,
23-Apr-13,,0,
24-Apr-13,,0,
25-Apr-13,,0,
26-Apr-13,,0,
27-Apr-13,,0,
28-Apr-13,,0,
29-Apr-13,,0,
30-Apr-13,,0,
1-May-13,,0,
2-May-13,,0,
3-May-13,,0,
4-May-13,,0,
5-May-13,,0,
6-May-13,,0,
7-May-13,,0,
8-May-13,,0,
9-May-13,,0,
10-May-13,,0,
11-May-13,,0,
12-May-13,,0,
13-May-13,,0,
14-May-13,,0,
15-May-13,,0,
16-May-13,,0,
17-May-13,,0,
18-May-13,,0,
19-May-13,,0,
20-May-13,,0,
21-May-13,,0,
22-May-13,,0,
23-May-13,,0,
24-May-13,,0,
25-May-13,,0,
26-May-13,,0,
27-May-13,,0,
28-May-13,,0,
29-May-13,,0,
30-May-13,,0,
31-May-13,,0,
1-Jun-13,,0,
2-Jun-13,,0,
3-Jun-13,,0,
4-Jun-13,,0,
5-Jun-13,,0,
6-Jun-13,,0,
7-Jun-13,,0,
8-Jun-13,,0,
9-Jun-13,,0,
10-Jun-13,,0,
11-Jun-13,,0,
12-Jun-13,,0,
13-Jun-13,,0,
14-Jun-13,,0,
15-Jun-13,,0,
16-Jun-13,,0,
17-Jun-13,,0,
18-Jun-13,,0,
19-Jun-13,,0,
20-Jun-13,,0,
21-Jun-13,,0,
22-Jun-13,,0,
23-Jun-13,,0,
24-Jun-13,,0,
25-Jun-13,,0,
26-Jun-13,,0,
27-Jun-13,,0,
28-Jun-13,,0,
29-Jun-13,,0,
30-Jun-13,,0,
1-Jul-13,,0,
2-Jul-13,,0,
3-Jul-13,,0,
4-Jul-13,,0,
5-Jul-13,,0,
6-Jul-13,,0,
7-Jul-13,,0.25,
8-Jul-13,,0.4,
9-Jul-13,,3.03,
10-Jul-13,,0.83,
11-Jul-13,,0,
12-Jul-13,,0.04,
13-Jul-13,,0.13,
14-Jul-13,,0,
15-Jul-13,,0,
16-Jul-13,,0,
17-Jul-13,,0,
18-Jul-13,,0,
19-Jul-13,,0,
20-Jul-13,,0,
21-Jul-13,,0,
22-Jul-13,,0,
23-Jul-13,,0,
24-Jul-13,,0,
25-Jul-13,,0,
26-Jul-13,,0,
27-Jul-13,,0,
28-Jul-13,,0,
29-Jul-13,,0,
30-Jul-13,,0,
31-Jul-13,,0,
1-Aug-13,,0,
2-Aug-13,,0,
3-Aug-13,,0,
4-Aug-13,,0,
5-Aug-13,,0,
6-Aug-13,,0,
7-Aug-13,,0,
8-Aug-13,,0,
9-Aug-13,,0,
10-Aug-13,,0,
11-Aug-13,,0,
12-Aug-13,,0,
13-Aug-13,,0,
14-Aug-13,,0,
15-Aug-13,,,
16-Aug-13,,0,
17-Aug-13,,0,
18-Aug-13,,0,
19-Aug-13,,0,
20-Aug-13,,0,
21-Aug-13,,0,
22-Aug-13,,0,
23-Aug-13,,0,
24-Aug-13,,0,
25-Aug-13,,0,
26-Aug-13,,0,
27-Aug-13,,0,
28-Aug-13,,0,
29-Aug-13,,0,
30-Aug-13,,0.1,
31-Aug-13,,0.15,
1-Sep-13,,0,0.263
2-Sep-13,,0,0.235
3-Sep-13,,0,0.235
4-Sep-13,,0,0.208
5-Sep-13,,0,0.194
6-Sep-13,,1.17,0.167
7-Sep-13,,2,0.153
8-Sep-13,,0,0.14
9-Sep-13,,0,0.14
10-Sep-13,,0,0.126
11-Sep-13,,0,0.126
12-Sep-13,,0,0.112
13-Sep-13,,0,0.112
14-Sep-13,,0,0.112
15-Sep-13,,0,0.112
16-Sep-13,,0,0.112
17-Sep-13,,0,0.208
18-Sep-13,,0,0.194
19-Sep-13,,0,0.181
20-Sep-13,,0,0.358
21-Sep-13,,0,0.194
22-Sep-13,,0,0.167
23-Sep-13,,0,0.153
24-Sep-13,,0,0.14
25-Sep-13,,0,0.126
26-Sep-13,,0,0.126
27-Sep-13,,0,0.153
28-Sep-13,,0,0.14
29-Sep-13,,0,0.126
30-Sep-13,,0,0.126
1-Oct-13,,0,0.858
2-Oct-13,,0,0.507
3-Oct-13,,0,0.431
4-Oct-13,,0,0.333
5-Oct-13,,0,3.37
6-Oct-13,,0,20.769
7-Oct-13,,0,5.687
8-Oct-13,,0,2.2
9-Oct-13,,0,1.203
10-Oct-13,,0,1.852
11-Oct-13,,0,1.645
12-Oct-13,,0,1.283
13-Oct-13,,0,18.804
14-Oct-13,,0,11.428
15-Oct-13,,0,12.317
16-Oct-13,,0,5.946
17-Oct-13,,0,3.725
18-Oct-13,,0,3.203
19-Oct-13,,0,2.079
20-Oct-13,,0,1.645
21-Oct-13,,0,1.367
22-Oct-13,,0,4.963
23-Oct-13,,0,3.544
24-Oct-13,,0,2.079
25-Oct-13,,0,1.367
26-Oct-13,,0,1.054
27-Oct-13,,0,1.852
28-Oct-13,,0,10.188
29-Oct-13,,0,3.37
30-Oct-13,,0,2.738
31-Oct-13,,0,2.457
1-Nov-13,,0,2.457
2-Nov-13,,0,2.457
3-Nov-13,,0,2.326
4-Nov-13,,0,3.544
5-Nov-13,,0,0.858
6-Nov-13,,0,0.691
7-Nov-13,,0,0.594
8-Nov-13,,0,0.594
9-Nov-13,,0,0.549
10-Nov-13,,0,0.507
11-Nov-13,,0,0.468
12-Nov-13,,0,0.364
13-Nov-13,,0,0.364
14-Nov-13,,0,0.364
15-Nov-13,,0,0.549
16-Nov-13,,0,0.364
17-Nov-13,,0,0.333
18-Nov-13,,0,0.333
19-Nov-13,,0,0.333
20-Nov-13,,0,0.305
21-Nov-13,,0,0.305
22-Nov-13,,0,0.305
23-Nov-13,,0,0.305
24-Nov-13,,0,0.253
25-Nov-13,,0,0.23
26-Nov-13,,0,0.209
27-Nov-13,,0,0.189
28-Nov-13,,0,0.11
29-Nov-13,,0,0.11
30-Nov-13,,0,0.11
1-Dec-13,,0,1.746
2-Dec-13,,0,1.746
3-Dec-13,,0,1.746
4-Dec-13,,0,1.746
5-Dec-13,,0,0.594
6-Dec-13,,0,0.594
7-Dec-13,,0,0.594
8-Dec-13,,0,0.594
9-Dec-13,,0,0.431
10-Dec-13,,0,1.203
11-Dec-13,,0,8.695
12-Dec-13,,0,3.042
13-Dec-13,,0,1.746
14-Dec-13,,0,1.548
15-Dec-13,,0,2.457
16-Dec-13,,0.18,2.079
17-Dec-13,,0.59,3.37
18-Dec-13,,0.23,3.37
19-Dec-13,,0.08,2.326
20-Dec-13,,0,1.455
21-Dec-13,,0,1.127
22-Dec-13,,0,0.985
23-Dec-13,,0,0.92
24-Dec-13,,0,0.799
25-Dec-13,,0,0.799
26-Dec-13,,0,0.507
27-Dec-13,,0,0.431
28-Dec-13,,0,0.431
29-Dec-13,,0,0.431
30-Dec-13,,0,3.203
31-Dec-13,0,0.04,2.079
1-Jan-14,0,0,1.963
2-Jan-14,0,0,1.746
3-Jan-14,0,0,1.548
4-Jan-14,0,0,1.548
5-Jan-14,0,0,6.213
6-Jan-14,0,0,10.188
7-Jan-14,0,0,6.213
8-Jan-14,0,0,4.108
9-Jan-14,0,0,2.595
10-Jan-14,0,0,1.963
11-Jan-14,0,0,1.963
12-Jan-14,0,0,1.455
13-Jan-14,0,0,1.283
14-Jan-14,0,0,1.127
15-Jan-14,0,0,0.985
16-Jan-14,0,0,1.054
17-Jan-14,0,0,1.127
18-Jan-14,0,0,3.042
19-Jan-14,0,0,4.52
20-Jan-14,0,0,3.37
21-Jan-14,0,0,3.042
22-Jan-14,0,0,1.963
23-Jan-14,0,0,1.852
24-Jan-14,0,0,2.326
25-Jan-14,0,0,2.079
26-Jan-14,0,0,2.079
27-Jan-14,0,0,2.2
28-Jan-14,0,0,1.963
29-Jan-14,0,0,1.645
30-Jan-14,0,0,0.92
31-Jan-14,0,0,0.858
1-Feb-14,0,0,1.203
2-Feb-14,0,0,1.203
3-Feb-14,0,0,1.127
4-Feb-14,0,0,1.203
5-Feb-14,0,0,1.054
6-Feb-14,0,0,0.92
7-Feb-14,0,2.4,0.985
8-Feb-14,0,0,1.548
9-Feb-14,0,0,2.326
10-Feb-14,0,0,1.963
11-Feb-14,0,0,1.645
12-Feb-14,0,0,6.213
13-Feb-14,0,0,4.108
14-Feb-14,0,0,1.852
15-Feb-14,0,0,1.127
16-Feb-14,0,0,1.645
17-Feb-14,0,0,1.645
18-Feb-14,0,0,1.645
19-Feb-14,0,0,1.283
20-Feb-14,0,0,2.595
21-Feb-14,0,0,3.203
22-Feb-14,0,0,2.887
23-Feb-14,0,0,2.326
24-Feb-14,0,0,2.2
25-Feb-14,0,0,3.544
26-Feb-14,0,0,4.52
27-Feb-14,0,0,2.2
28-Feb-14,12.56,0,2.887
1-Mar-14,16.13,0,
2-Mar-14,,0,
3-Mar-14,74.5,0,
4-Mar-14,64,0,
5-Mar-14,66.66,6.5,
6-Mar-14,59.75,20.33,
7-Mar-14,54.08,20.98,
8-Mar-14,48.83,19.43,
9-Mar-14,42.08,12.75,
10-Mar-14,34.25,6.29,
11-Mar-14,31.25,2.08,
12-Mar-14,24.67,0.63,
13-Mar-14,20.13,2.5,
14-Mar-14,16.25,0.83,
15-Mar-14,13.2,0.63,
16-Mar-14,12.41,4.17,
17-Mar-14,11.8,2.29,
18-Mar-14,10.91,2.71,
19-Mar-14,9.62,0.416,
20-Mar-14,8.49,0,
21-Mar-14,7.76,0.208,
22-Mar-14,7.36,0.416,
23-Mar-14,7.45,4.17,
24-Mar-14,8.24,0,
25-Mar-14,20.58,4.5,
26-Mar-14,67.58,10.5,
27-Mar-14,47.83,11.96,
28-Mar-14,36,36.91,
29-Mar-14,28.58,38.29,
30-Mar-14,24.17,33.67,
31-Mar-14,19.42,0,
1-Apr-14,13.93,29.75,
2-Apr-14,11.28,24.04,
3-Apr-14,5.23,21.54,
4-Apr-14,4.43,18.25,
5-Apr-14,3.8,6.5,
6-Apr-14,3.55,3.58,
7-Apr-14,3.65,7.29,
8-Apr-14,3.17,18.88,
9-Apr-14,,10.21,
10-Apr-14,2.7,1.46,
11-Apr-14,2.55,0,
12-Apr-14,2.47,0,
13-Apr-14,1.98,1.25,
14-Apr-14,1.65,0.42,
15-Apr-14,1.15,0,
16-Apr-14,0.78,0,
17-Apr-14,0.5,0,
18-Apr-14,0.3,0.42,
19-Apr-14,0.28,0.42,
20-Apr-14,0.3,0.21,
21-Apr-14,0.3,0,
22-Apr-14,0.3,0,
23-Apr-14,0.3,0,
24-Apr-14,0.2,0,
25-Apr-14,0.3,0,
26-Apr-14,0.2,0,
27-Apr-14,0.3,0.67,
28-Apr-14,0.3,0,
29-Apr-14,0.1,0,
30-Apr-14,,0,
1-May-14,,0,
2-May-14,,0.21,
3-May-14,,0.63,
4-May-14,,0,
5-May-14,,0,
6-May-14,,0,
7-May-14,2.5,0.6,
8-May-14,3.5,0,
9-May-14,3.3,0,
10-May-14,3.1,0.79,
11-May-14,3.1,13.75,
12-May-14,3.1,14.13,
13-May-14,3.1,6.79,
14-May-14,,0.21,
15-May-14,,0,
16-May-14,,2.92,
17-May-14,3.1,4.83,
18-May-14,,7.17,
19-May-14,,6.92,
20-May-14,,7.33,
21-May-14,,11.99,
22-May-14,3.1,20.03,
23-May-14,4,21.5,
24-May-14,3.62,21.92,
25-May-14,,18.29,
26-May-14,4.27,14.46,
27-May-14,3.5,10.96,
28-May-14,,10.58,
29-May-14,3.06,10.17,
30-May-14,,8.5,
31-May-14,3.2,0,
1-Jun-14,3.2,0,
2-Jun-14,,0,
3-Jun-14,3,0,
4-Jun-14,3,0,
5-Jun-14,,0,
6-Jun-14,,0,
7-Jun-14,2.5,0,
8-Jun-14,,0,
9-Jun-14,,0,
10-Jun-14,1.2,0,
11-Jun-14,,0,
12-Jun-14,,0,
13-Jun-14,,0,
14-Jun-14,,0,
15-Jun-14,,0,
16-Jun-14,,0,
17-Jun-14,,0,
18-Jun-14,,0,
19-Jun-14,1.5,0,
20-Jun-14,,2.75,
21-Jun-14,,15.73,
22-Jun-14,,1.04,
23-Jun-14,,0,
24-Jun-14,,0,
25-Jun-14,,3.54,
26-Jun-14,,2.71,
27-Jun-14,,1.25,
28-Jun-14,,1.25,
29-Jun-14,,1.04,
30-Jun-14,0,1.67,
1-Jul-14,0,1.67,
2-Jul-14,0,1.25,
3-Jul-14,0,0,
4-Jul-14,0,0.63,
5-Jul-14,0,0.21,
6-Jul-14,0,1.04,
7-Jul-14,0,1.46,
8-Jul-14,0,1.67,
9-Jul-14,0,0.42,
10-Jul-14,0,0,
11-Jul-14,0,4.79,
12-Jul-14,0,1.88,
13-Jul-14,0,0,
14-Jul-14,0,0,
15-Jul-14,0,0,
16-Jul-14,0,0,
17-Jul-14,0,0,
18-Jul-14,0,0.16,
19-Jul-14,0,0,
20-Jul-14,0,0,
21-Jul-14,0,0,
22-Jul-14,0,0,
23-Jul-14,0,0,
24-Jul-14,0,0,
25-Jul-14,0,0,
26-Jul-14,0,0.83,
27-Jul-14,0,1.04,
28-Jul-14,0,0.42,
29-Jul-14,0,0,
30-Jul-14,0,0,
31-Jul-14,0,0,
1-Aug-14,0,1.46,
2-Aug-14,0,0.625,
3-Aug-14,0,0,
4-Aug-14,0,0,
5-Aug-14,0,0,
6-Aug-14,0,0,
7-Aug-14,0,0,
8-Aug-14,0,3.12,
9-Aug-14,0,0,
10-Aug-14,0,0,
11-Aug-14,0,0,
12-Aug-14,0,0,
13-Aug-14,0,0.83,
14-Aug-14,0,2.71,
15-Aug-14,0,0.63,
16-Aug-14,0,0,
17-Aug-14,0,0,
18-Aug-14,0,0,
19-Aug-14,0,0,
20-Aug-14,0,0,
21-Aug-14,0,0,
22-Aug-14,0,0,
23-Aug-14,0,2.5,
24-Aug-14,0,0,
25-Aug-14,0,0,
26-Aug-14,0,0,
27-Aug-14,0,0,
28-Aug-14,0,0,
29-Aug-14,0,0.21,
30-Aug-14,0,,
31-Aug-14,0,0,
1-Sep-14,0,0,
2-Sep-14,0,0,
3-Sep-14,0,0,
4-Sep-14,0,0,
5-Sep-14,0,0,
6-Sep-14,0,0,
7-Sep-14,0,0,
8-Sep-14,0,0,
9-Sep-14,0,0,
10-Sep-14,0,0,
11-Sep-14,0,0,
12-Sep-14,0,0,
13-Sep-14,0,0,
14-Sep-14,0,0,
15-Sep-14,0,0,
16-Sep-14,0,0,
17-Sep-14,0,0,
18-Sep-14,0,10.13,
19-Sep-14,0,5,
20-Sep-14,0,0,
21-Sep-14,0,0,
22-Sep-14,0,0,
23-Sep-14,0,0,
24-Sep-14,0,0,
25-Sep-14,0,0,
26-Sep-14,0,0,
27-Sep-14,0,0,
28-Sep-14,0,0,
29-Sep-14,0,0,
30-Sep-14,0,0,
1-Oct-14,0,0,
2-Oct-14,0,0,
3-Oct-14,0,0,
4-Oct-14,0,0,
5-Oct-14,0,0,
6-Oct-14,0,0,
7-Oct-14,0,0,
8-Oct-14,0,0,
9-Oct-14,0,0,
10-Oct-14,0,0,
11-Oct-14,0,0,
12-Oct-14,0,11.25,
13-Oct-14,0,1.04,
14-Oct-14,0,0,
15-Oct-14,0,0,
16-Oct-14,0,0,
17-Oct-14,0,0,
18-Oct-14,0,0,
19-Oct-14,0,0,
20-Oct-14,0,0,
21-Oct-14,0,0.5,
22-Oct-14,0,0,
23-Oct-14,0,0,
24-Oct-14,0,0,
25-Oct-14,0,0,
26-Oct-14,0,0,
27-Oct-14,0,0,
28-Oct-14,0,0,
29-Oct-14,0,0,
30-Oct-14,0,0,
31-Oct-14,0,0,
1-Nov-14,0,0,
2-Nov-14,0,0,
3-Nov-14,0,0,
4-Nov-14,0,0,
5-Nov-14,0,0,
6-Nov-14,0,0,
7-Nov-14,0,0,
8-Nov-14,0,0,
9-Nov-14,0,0,
10-Nov-14,0,0,
11-Nov-14,0,5.63,
12-Nov-14,0,7,
13-Nov-14,0,0.63,
14-Nov-14,0,0,
15-Nov-14,0,0,
16-Nov-14,0,0,
17-Nov-14,0,0,
18-Nov-14,0,0,
19-Nov-14,0,0,
20-Nov-14,0,0,
21-Nov-14,0,0,
22-Nov-14,0,0,
23-Nov-14,0,0.63,
24-Nov-14,0,0,
25-Nov-14,0,0,
26-Nov-14,0,0,
27-Nov-14,0,0,
28-Nov-14,0,0,
29-Nov-14,0,0,
30-Nov-14,0,0,
1-Dec-14,0,0,
2-Dec-14,0,0,
3-Dec-14,0,0,
4-Dec-14,0,0,
5-Dec-14,0,0,
6-Dec-14,0,0,
7-Dec-14,0,0,
8-Dec-14,0,0,
9-Dec-14,0,0,
10-Dec-14,0,5.21,
11-Dec-14,0,9.38,
12-Dec-14,0,0,
13-Dec-14,0,0,
14-Dec-14,0,0,
15-Dec-14,0,0,
16-Dec-14,0,0,
17-Dec-14,0,0,
18-Dec-14,0,0,
19-Dec-14,0,0,
20-Dec-14,0,0,
21-Dec-14,0,0,
22-Dec-14,0,0,
23-Dec-14,0,0,
24-Dec-14,0,0,
25-Dec-14,0,0,
26-Dec-14,0,0,
27-Dec-14,0,0,
28-Dec-14,0,0,
29-Dec-14,0,0,
30-Dec-14,0,0,
31-Dec-14,0,0.42,
1-Jan-15,0,0.42,
2-Jan-15,0,0.33,
3-Jan-15,0,0,
4-Jan-15,0,1.25,
5-Jan-15,0,0,
6-Jan-15,0,0,
7-Jan-15,0,0,
8-Jan-15,0,1.04,
9-Jan-15,0,0,
10-Jan-15,0,0,
11-Jan-15,0,0,
12-Jan-15,0,0,
13-Jan-15,0,6.04,
14-Jan-15,0,9.65,
15-Jan-15,0,0.625,
16-Jan-15,0,0,
17-Jan-15,0,0,
18-Jan-15,0,1.67,
19-Jan-15,0,0,
20-Jan-15,0,0,
21-Jan-15,0,0.21,
22-Jan-15,0,0,
23-Jan-15,0,0,
24-Jan-15,0,0,
25-Jan-15,0,0,
26-Jan-15,0,0,
27-Jan-15,0,0.63,
28-Jan-15,0,0,
29-Jan-15,0,0,
30-Jan-15,0,0,
31-Jan-15,0,0,
1-Feb-15,0,0.63,
2-Feb-15,0,0,
3-Feb-15,0,0.21,
4-Feb-15,0,0.42,
5-Feb-15,0,0,
6-Feb-15,0,0,
7-Feb-15,0,0,
8-Feb-15,0,1.67,
9-Feb-15,0,0,
10-Feb-15,0,0,
11-Feb-15,0,0,
12-Feb-15,0,0,
13-Feb-15,0,0,
14-Feb-15,0,0,
15-Feb-15,0,0.08,
16-Feb-15,0,0,
17-Feb-15,0,0,
18-Feb-15,0,0,
19-Feb-15,0,0,
20-Feb-15,0,0,
21-Feb-15,0,0,
22-Feb-15,0,0,
23-Feb-15,0,0,
24-Feb-15,0,0,
25-Feb-15,0,0.13,
26-Feb-15,0,0,
27-Feb-15,0,0,
28-Feb-15,4.73,0,
1-Mar-15,4.06,0,
2-Mar-15,3.97,0,
3-Mar-15,4.08,0,
4-Mar-15,,0,
5-Mar-15,,0,
6-Mar-15,,0,
7-Mar-15,3.18,0,
8-Mar-15,2.72,0,
9-Mar-15,1.73,0,
10-Mar-15,1.2,0,
11-Mar-15,,0,
12-Mar-15,,0,
13-Mar-15,0.3,0,
14-Mar-15,1.26,0,
15-Mar-15,19.28,0,
16-Mar-15,22.17,0,
17-Mar-15,36.08,0,
18-Mar-15,106.42,3.13,
19-Mar-15,310.92,83.29,
20-Mar-15,291.67,176.38,
21-Mar-15,385.92,295.73,
22-Mar-15,379.1,414.44,
23-Mar-15,303.5,494.85,
24-Mar-15,314.25,441.45,
25-Mar-15,364.5,458,
26-Mar-15,377.42,623.16,
27-Mar-15,371.58,563.56,
28-Mar-15,241.08,623.49,
29-Mar-15,227.08,359.3,
30-Mar-15,312.1,248.2,
31-Mar-15,266.63,394.46,
1-Apr-15,175.83,337.35,
2-Apr-15,142.25,225.74,
3-Apr-15,123.67,177.86,
4-Apr-15,165.75,165.58,
5-Apr-15,144.75,211.33,
6-Apr-15,114.42,194.76,
7-Apr-15,96.42,158.6,
8-Apr-15,82.42,134.42,
9-Apr-15,70.25,117.28,
10-Apr-15,62.58,103.58,
11-Apr-15,54.16,97.78,
12-Apr-15,48.5,89.95,
13-Apr-15,45.33,76.96,
14-Apr-15,42.92,70.12,
15-Apr-15,42.58,71.4,
16-Apr-15,62.75,61.38,
17-Apr-15,53.58,63.13,
18-Apr-15,49.92,77.65,
19-Apr-15,47.42,76.39,
20-Apr-15,47.08,69.05,
21-Apr-15,62.08,64.37,
22-Apr-15,55.58,68.16,
23-Apr-15,52.08,62.49,
24-Apr-15,49.58,67.61,
25-Apr-15,46.67,74.79,
26-Apr-15,45.5,49.63,
27-Apr-15,41.83,41.88,
28-Apr-15,37.92,35.16,
29-Apr-15,34.67,27,
30-Apr-15,34.42,20.92,
1-May-15,32.42,26.79,
2-May-15,32.75,25.9,
3-May-15,35.08,30.79,
4-May-15,38.33,29.66,
5-May-15,36.83,28.42,
6-May-15,34,27.25,
7-May-15,31.25,25.33,
8-May-15,29.16,23.02,
9-May-15,29.3,24.75,
10-May-15,29.66,20.23,
11-May-15,28,17.68,
12-May-15,23.0828,21.28,
13-May-15,14.92,22.61,
14-May-15,12.08,23.92,
15-May-15,12.75,22.66,
16-May-15,12.16,23.83,
17-May-15,12.66,31.16,
18-May-15,12,27.75,
19-May-15,11.16,25.58,
20-May-15,9,17.33,
21-May-15,8,16.08,
22-May-15,7.75,12.13,
23-May-15,10.42,6.33,
24-May-15,10.08,3.42,
25-May-15,9,5.83,
26-May-15,8.33,5.08,
27-May-15,7,5.46,
28-May-15,7,3.83,
29-May-15,9.17,2.92,
30-May-15,10,4.75,
31-May-15,12,13.68,
1-Jun-15,11.58,12.6,
2-Jun-15,11.08,13.49,
3-Jun-15,10.42,14,
4-Jun-15,9.17,15.96,
5-Jun-15,8.42,36.64,
6-Jun-15,8.5,37.39,
7-Jun-15,9,38.5,
8-Jun-15,8.83,36,
9-Jun-15,7,36,
10-Jun-15,7,38.46,
